"RCTrack","RCDate","RCRace","AeMto","Weight","Horse","FD","TripleCrown","Sex","YBorn","MBorn","State","Breeder","Color","Sire","SireSire","Dam","DamSire","Owner","Sale","SaleYear","SalePrice","LastRaced","Bute","Lasix","Blinker","ClaimPrice","Apprentice","Jockey","Trainer","PostPosition","CYEarnings","CYStarts","CYWins","CYPlaces","CYShows","PYEarnings","PYStarts","PYWins","PYPlaces","PYShows","Earnings","Starts","Wins","Places","Shows","WEarnings","WStarts","WWins","WPlaces","WShows","TEarnings","TStarts","TWins","TPlaces","TShows","DEarnings","DStarts","DWins","DPlaces","DShows","TrkEarnings","TrkStarts","TrkWins","TrkPlaces","TrkShows","DistEarnings","DistStarts","DistWins","DistPlaces","DistShows","Entry","JockMeetStarts","JockMeetEarnings","JockMeetWins","JockMeetPlaces","JockMeetShows","JockMeetWinPct","JockMeetMoneyPct","JockYTDStarts","JockYTDEarnings","JockYTDWins","JockYTDPlaces","JockYTDShows","JockYTDWinPct","JockYTDMoneyPct","TrainerMeetStarts","TrainerMeetEarnings","TrainerMeetWins","TrainerMeetPlaces","TrainerMeetShows","TrainerMeetWinPct","TrainerMeetMoneyPct","TrainerYTDStarts","TrainerYTDEarnings","TrainerYTDWins","TrainerYTDPlaces","TrainerYTDShows","TrainerYTDWinPct","TrainerYTDMoneyPct","QtrStarts","QtrEarnings","QtrWins","QtrPlaces","QtrShows","EnteredTrack","EnteredDate","EnteredRace","StatsPriorYear","StudFee","Scratch","JTTrackPeriod","JTTrackStarts","JTTrackEarnings","JTTrackWinPct","JTAllStarts","JTAllWinPct","JTAllRoi"
"Pim",05/21/2016,3,"",120,"Cat Fiftyfive","D","Y","c",2012,3,"Va","Corner Farm & John T. Behrendt","Gr/ro","Tale of the Cat","Storm Cat","Chemise","Secret Hello","Matthew Schera","FTSAUG",13,185.000,04/29/2016,"","L","",0.00,0,"Cruz A","Lawrence James L II",9,20.060,5,0,2,0,30.150,2,1,0,0,50.210,7,1,2,0,26.400,1,1,0,0,3.360,2,0,0,0,46.850,5,1,2,0,0.000,0,0,0,0,5.900,1,0,1,0,"",13,0.000,0,3,1,0.00,0.31,138,0.000,15,18,16,0.11,0.36,4,0.000,0,0,0,0.00,0.00,61,0.000,6,12,5,0.10,0.38,0,0.000,0,0,0,"",,0,12/09/2014,30.000,"N","2015-16",1,0.00,0.00,17,0.12,1.31
"Pim",05/21/2016,3,"",120,"Unbridled Lion","D","N","g",2012,4,"Md","Black Fox Farm","Dk. b or br","Lion Hearted","Storm Cat","Lucky Bridle","Unbridled Jet","JoAnn Smith","",0,0.000,05/08/2016,"","L","",0.00,0,"Karamanos H A","Smith Hamilton A",10,2.520,2,0,0,0,46.280,6,1,1,1,49.600,9,1,1,1,29.640,1,1,0,0,0.000,3,0,0,0,49.600,6,1,1,1,46.280,3,1,1,1,40.560,2,1,1,0,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,11,0.000,4,0,0,0.36,0.36,82,0.000,14,5,11,0.17,0.37,0,0.000,0,0,0,"",,0,08/22/2015,2.500,"N","2015-16",0,0.00,0.00,9,0.00,0.00
"Pim",05/21/2016,3,"",120,"Dattt Melody","D","N","g",2010,3,"Ky","DATTT Farm, LLC","Ch.","Unbridled's Song","Unbridled","Score","A.P. Indy","Soggy Dollar Racing LLC & Shane Moore","",0,0.000,08/22/2014,"","L","",0.00,0,"Ortiz Y O","Doran Carl",11,39.090,9,2,1,0,26.672,4,1,0,0,65.762,13,3,1,0,38.650,5,2,0,0,7.340,4,0,1,0,58.422,9,3,0,0,0.000,0,0,0,0,20.640,4,1,0,0,"",15,0.000,1,1,1,0.07,0.20,179,0.000,18,16,22,0.10,0.31,1,0.000,0,1,0,0.00,1.00,15,0.000,4,2,1,0.27,0.47,0,0.000,0,0,0,"",,0,12/12/2013,60.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,4,"",120,"Rachel Wall","D","N","f",2012,5,"Ky","Stone Farm & John H. Adger","B.","Blame","Arch","Ocean Moon","Malibu Moon","The Buttonwood Group","KEESEP",13,85.000,10/07/2015,"","L","",0.00,0,"McCarthy T","Motion H Graham",1,62.621,7,2,1,1,0.000,0,0,0,0,62.621,7,2,1,1,0.000,0,0,0,0,14.421,3,0,1,0,48.200,4,2,0,1,0.000,0,0,0,0,14.250,2,0,1,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,2,0.000,0,0,1,0.00,0.50,199,0.000,24,39,35,0.12,0.49,0,0.000,0,0,0,"",,0,,25.000,"N","2015-16",18,2.77,0.22,106,0.17,1.36
"Pim",05/21/2016,4,"M",120,"Madam Aamoura","D","N","f",2012,3,"Ky","Zayat Stables, LLC","B.","Zensational","Unbridled's Song","Baroness Aamoura","Theatrical*Ire","Zayat Stables LLC","",0,0.000,04/17/2016,"","L","",0.00,0,"Saez L","Rodriguez Rudy R",2,43.050,3,1,0,0,76.880,10,1,3,1,154.190,18,2,3,5,16.240,2,0,1,1,31.770,8,0,1,2,122.420,10,2,2,3,0.000,0,0,0,0,40.200,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,7,0.000,1,2,1,0.14,0.57,244,0.000,58,44,38,0.24,0.57,0,0.000,0,0,0,"",,0,12/19/2015,0.000,"N","2015-16",0,0.00,0.00,27,0.26,3.54
"Pim",05/21/2016,4,"",120,"Agawa","D","N","m",2010,5,"Ont-C","Sam-Son Farm","B.","Curlin","Smart Strike","Silver Adventure","Silver Deputy","Wachtel Stable","",0,0.000,03/17/2016,"","L","",0.00,0,"Lezcano J","Englehart Chris",3,10.350,3,0,0,1,46.567,7,0,1,3,208.030,23,2,4,7,67.400,3,1,2,0,112.677,13,1,2,5,95.353,10,1,2,2,0.000,0,0,0,0,40.945,3,1,0,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,0,0.000,0,0,0,0.00,0.00,195,0.000,37,37,26,0.19,0.51,0,0.000,0,0,0,"",,0,07/01/2015,100.000,"N","2015-16",0,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,4,"",120,"Evidently","D","N","m",2011,3,"Fla","Lambholm","Dk. b or br","Smart Strike","Mr. Prospector","Supposedly","Polish Numbers","Lambholm Stable","",0,0.000,04/09/2016,"","","",0.00,0,"Rosario J","Lerman Roy S",4,0.000,1,0,0,0,76.830,9,1,0,1,98.643,16,2,0,1,3.850,1,0,0,0,94.293,14,2,0,1,4.350,2,0,0,0,0.000,0,0,0,0,53.730,6,1,0,1,"",0,0.000,0,0,0,0.00,0.00,249,0.000,47,44,41,0.19,0.53,0,0.000,0,0,0,0.00,0.00,21,0.000,7,2,1,0.33,0.48,0,0.000,0,0,0,"",,0,11/07/2015,100.000,"N","2015-16",0,0.00,0.00,2,0.00,0.00
"Pim",05/21/2016,4,"",120,"Vicky Ticky Tavie","D","N","m",2010,3,"Ky","Mrs. Arturo Peralta Ramos","Ch.","Eddington","Unbridled","Latania","Polish Numbers","Mrs. Arturo Peralta-Ramos","",0,0.000,02/12/2016,"","L","",32.00,0,"Carrasco V R","Smith Hamilton A",5,0.940,2,0,0,0,36.330,7,1,0,1,170.250,29,5,3,2,10.810,2,0,1,0,98.280,18,3,2,1,71.970,11,2,1,1,8.600,5,0,0,1,64.825,10,2,1,1,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,11,0.000,4,0,0,0.36,0.36,82,0.000,14,5,11,0.17,0.37,0,0.000,0,0,0,"",,0,11/01/2015,3.500,"N","2015-16",17,4.33,0.24,65,0.12,1.68
"Pim",05/21/2016,4,"",118,"E Lizzy","D","N","m",2011,3,"Fla","BryLynn Farm, Inc.","Ch.","Majestic Warrior","A.P. Indy","Ampsterdam","Grand Slam","Waldorf Racing Stables LLC","",0,0.000,05/06/2016,"","L","",28.00,0,"Hole T M","Keefe Timothy L",6,35.060,5,1,0,2,55.110,13,3,4,1,114.785,27,4,5,4,54.260,8,2,2,1,0.000,0,0,0,0,114.785,27,4,5,4,0.000,0,0,0,0,0.000,0,0,0,0,"",10,0.000,0,0,0,0.00,0.00,190,0.000,16,30,19,0.08,0.34,4,0.000,1,1,1,0.25,0.75,76,0.000,7,12,12,0.09,0.41,0,0.000,0,0,0,"",,0,12/21/2015,0.000,"N","2015-16",20,2.80,0.30,33,0.24,3.38
"Pim",05/21/2016,4,"",120,"Tap It Out","D","N","f",2012,3,"Ky","Colts Neck Stables, LLC","Ch.","Tapit","Pulpit","Great Intentions","Cat Thief","Colts Neck Stables LLC","",0,0.000,10/22/2015,"","L","B",0.00,0,"Toledo J","Goldberg Alan E",7,115.975,9,2,1,2,7.788,2,0,0,1,123.763,11,2,1,3,0.000,0,0,0,0,123.475,10,2,1,3,0.288,1,0,0,0,0.000,0,0,0,0,81.775,6,1,1,1,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,1,0.000,0,0,0,0.00,0.00,44,0.000,11,3,6,0.25,0.45,0,0.000,0,0,0,"",,0,11/20/2014,300.000,"N","2015-16",2,0.00,0.00,23,0.35,2.70
"Pim",05/21/2016,4,"",120,"Pramedya","D","N","f",2012,3,"Ky","Mr. & Mrs. M. Roy Jackson","B.","Harlan's Holiday","Harlan","Stay Awake","Pulpit","Lael Stables","",0,0.000,04/13/2016,"","L","",0.00,0,"Centeno D E","Delacour Arnaud",8,12.027,2,1,0,0,15.000,2,1,0,0,27.027,4,2,0,0,0.000,0,0,0,0,12.027,2,1,0,0,15.000,2,1,0,0,0.000,0,0,0,0,11.600,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,399,0.000,91,77,64,0.23,0.58,0,0.000,0,0,0,0.00,0.00,96,0.000,26,11,17,0.27,0.56,0,0.000,0,0,0,"",,0,04/08/2015,35.000,"N","2015-16",2,0.00,0.00,114,0.32,2.40
"Pim",05/21/2016,4,"",120,"Dance With Gio","D","N","m",2009,3,"NJ","John Petrini","Dk. b or br","Dance With Ravens","A.P. Indy","Gracious Megan","Safe Prospect","Rob Ry Farm & Jayne Marie Slysz","",0,0.000,04/16/2016,"","L","",0.00,0,"Lynch F","Houghton Dove P",9,1.380,1,0,0,0,16.330,8,0,1,1,243.051,49,5,6,10,7.365,5,0,1,0,177.991,36,4,3,8,65.060,13,1,3,2,0.000,0,0,0,0,82.669,16,2,3,4,"",23,0.000,4,5,4,0.17,0.57,203,0.000,22,20,23,0.11,0.32,5,0.000,0,1,1,0.00,0.40,34,0.000,2,4,2,0.06,0.24,0,0.000,0,0,0,"",,0,11/15/2015,0.000,"N","2015-16",1,0.00,0.00,2,0.00,0.00
"Pim",05/21/2016,4,"",120,"Bishop's Pond","D","N","f",2012,3,"Ky","Mr. & Mrs. Richard S. Kaster","Dk. b or br","Curlin","Smart Strike","More for Me","More Than Ready","Michael Dubb, Bethlehem Stables LLC & Th","FTFMAR",14,250.000,04/20/2016,"","L","",0.00,0,"Castellano J J","Rubley Kelly",10,12.150,3,0,1,0,118.080,8,2,0,2,130.402,12,2,1,2,0.000,0,0,0,0,130.402,12,2,1,2,0.000,0,0,0,0,0.000,0,0,0,0,0.172,1,0,0,0,"",0,0.000,0,0,0,0.00,0.00,566,0.000,124,95,81,0.22,0.53,0,0.000,0,0,0,0.00,0.00,30,0.000,1,5,5,0.03,0.37,0,0.000,0,0,0,"",,0,11/12/2015,100.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,4,"M",120,"Brenda's Way","D","N","m",2010,3,"Md","Stephen E. Quick & WynOaks Farm, LLC","B.","Weigelia","Safely's Mark","Malibu Mystique","Malibu Moon","Big Bertha Stable","",0,0.000,05/06/2016,"","L","",32.00,0,"Toledo J","Dilodovico Damon R",11,33.500,4,0,2,0,101.143,7,3,0,0,348.472,39,9,6,6,5.990,4,0,0,0,0.500,2,0,0,0,347.972,37,9,6,6,119.179,7,3,2,0,132.087,7,3,2,0,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,3,0.000,0,0,0,0.00,0.00,45,0.000,2,9,4,0.04,0.33,0,0.000,0,0,0,"",,0,12/05/2015,3.500,"N","2015-16",6,0.80,0.17,28,0.18,2.56
"Pim",05/21/2016,4,"",116,"Issheit","D","N","m",2008,4,"Ky","Gary Feck","B.","Crimson Classic","Sky Classic","Tidesinn","Tricky Creek","Ronald Clark","",0,0.000,04/16/2016,"","L","",28.00,0,"Karamanos H A","Brooks Gerald E",12,38.580,4,3,1,0,96.210,14,5,1,2,252.854,62,16,8,10,4.420,5,0,0,2,177.760,28,8,6,2,75.094,34,8,2,8,37.800,3,2,0,0,98.690,14,5,3,1,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,2,0.000,1,0,0,0.50,0.50,119,0.000,18,25,19,0.15,0.52,0,0.000,0,0,0,"",,0,11/26/2015,1.000,"N","2015-16",1,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,4,"",120,"Silverville","D","N","m",2011,3,"Ky","Dr. John A. Chandler","B.","Badge of Silver","Silver Deputy","Sharp Apple","Diesis*GB","James F. Miller","",0,0.000,04/16/2016,"","L","",0.00,0,"Serpa A","Woolley Tim",13,0.000,1,0,0,0,79.825,6,2,3,0,110.125,10,2,5,1,0.000,0,0,0,0,110.125,10,2,5,1,0.000,0,0,0,0,33.720,2,1,1,0,93.820,7,2,4,1,"",11,0.000,0,3,1,0.00,0.36,159,0.000,8,14,25,0.05,0.30,2,0.000,0,0,0,0.00,0.00,26,0.000,3,3,2,0.12,0.31,0,0.000,0,0,0,"",,0,08/15/2015,1.874,"N","2015-16",2,0.00,0.00,12,0.25,8.77
"Pim",05/21/2016,4,"",124,"Truly Together","D","N","f",2012,4,"Ky","Augustin Stable","B.","Smart Strike","Mr. Prospector","Forever Together","Belong to Me","Augustin Stable","",0,0.000,04/09/2016,"","L","",0.00,0,"Velazquez J R","Matz Michael R",14,58.800,2,2,0,0,3.060,1,0,0,1,61.860,3,2,0,1,0.000,0,0,0,0,61.860,3,2,0,1,0.000,0,0,0,0,0.000,0,0,0,0,3.060,1,0,0,1,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,3,0.000,1,1,0,0.33,0.67,88,0.000,8,11,7,0.09,0.30,0,0.000,0,0,0,"",,0,12/20/2015,100.000,"N","2015-16",0,0.00,0.00,22,0.09,0.68
"Pim",05/21/2016,4,"",120,"Sassy Little Cat","D","N","m",2011,4,"Pa","Shannon Towner & George Towner","Dk. b or br","Albert the Great","Go for Gin","Spring Kitten","Storm of Angels","Sassy Little Cat, LLC","",0,0.000,11/22/2015,"","L","",0.00,0,"Boyce F","Bentley Fenneka T",15,32.202,10,1,0,0,31.023,8,1,1,0,94.750,22,3,2,0,0.000,0,0,0,0,93.525,19,3,2,0,1.225,3,0,0,0,25.650,2,1,0,0,51.810,9,2,0,0,"",9,0.000,1,1,0,0.11,0.22,163,0.000,16,21,18,0.10,0.34,0,0.000,0,0,0,0.00,0.00,8,0.000,0,0,2,0.00,0.25,0,0.000,0,0,0,"",,0,10/25/2014,2.500,"N","2015-16",0,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,4,"M",120,"Dun Won","D","N","m",2011,5,"Ky","Fred Bradley & William Bradley","Gr/ro","Dunkirk","Unbridled's Song","Kissinleaf","Kissin Kris","James C. Wolf","",0,0.000,05/06/2016,"","L","",32.00,0,"McCarthy T","Ness Jamie",16,24.290,6,1,1,0,23.060,11,0,3,1,145.594,34,5,6,5,9.660,2,0,1,0,121.016,25,5,3,3,24.578,9,0,3,2,0.000,0,0,0,0,0.000,0,0,0,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,6,0.000,1,2,0,0.17,0.50,279,0.000,56,42,40,0.20,0.49,0,0.000,0,0,0,"",,0,11/12/2015,0.000,"N","2015-16",32,0.96,0.22,272,0.25,1.72
"Pim",05/21/2016,5,"",118,"All Star Red","D","N","c",2012,5,"Ky","Steve C. Snowden & Dan Considine","Ch.","Five Star Day","Carson City","My Sweet Caroline","Salt Lake","Carl Lizza Racing Stables, LLC","",0,0.000,04/13/2016,"","L","",0.00,0,"Saez L","Rodriguez Rudy R",1,45.400,2,1,0,0,83.255,7,4,0,0,128.655,9,5,0,0,32.300,2,1,0,0,2.025,2,0,0,0,126.630,7,5,0,0,0.000,0,0,0,0,18.190,2,1,0,0,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,7,0.000,1,2,1,0.14,0.57,244,0.000,58,44,38,0.24,0.57,0,0.000,0,0,0,"",,0,12/05/2015,5.000,"N","2015-16",0,0.00,0.00,27,0.26,3.54
"Pim",05/21/2016,5,"",118,"Sonny Inspired","D","Y","g",2011,4,"Md","Mr. & Mrs. Charles McGinnes","B.","Artie Schiller","El Prado*Ire","Argentesque","Silver Deputy","D Hatman Thoroughbreds","",0,0.000,04/23/2016,"","L","",0.00,0,"Toledo J","Schoenthal Phil",2,135.000,4,2,0,1,105.147,10,2,0,3,381.324,30,6,6,7,138.529,6,3,1,0,110.137,12,2,4,2,271.187,18,4,2,5,0.000,0,0,0,0,141.167,7,3,0,0,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,4,0.000,0,3,0,0.00,0.75,53,0.000,9,12,5,0.17,0.49,0,0.000,0,0,0,"",,0,12/04/2015,10.000,"N","2015-16",16,1.45,0.19,69,0.14,1.46
"Pim",05/21/2016,5,"",118,"Always Sunshine","D","N","c",2012,4,"Fla","Gilbert G. Campbell","B.","West Acre","Forty Niner","Sunny Again","Awesome Again","Stonehedge LLC","",0,0.000,04/17/2016,"","L","",0.00,0,"Pennington F","Allard Edward T",3,72.400,2,1,1,0,151.550,8,3,2,2,223.950,10,4,3,2,85.200,2,2,0,0,8.820,1,0,1,0,215.130,9,4,2,2,0.000,0,0,0,0,188.930,7,3,2,2,"",0,0.000,0,0,0,0.00,0.00,165,0.000,38,35,26,0.23,0.60,0,0.000,0,0,0,0.00,0.00,23,0.000,8,3,2,0.35,0.57,0,0.000,0,0,0,"",,0,12/26/2015,2.500,"N","2015-16",0,0.00,0.00,7,0.71,3.14
"Pim",05/21/2016,5,"",118,"Cinco Charlie","D","Y","c",2012,3,"Ky","Candyland Farm","B.","Indian Charlie","In Excess*Ire","Ten Halos","Marquetry","L. William & Corinne Heiligbrodt","OBSMAR",14,190.000,04/10/2016,"","L","",0.00,0,"Geroux F","Asmussen Steven M",4,77.488,3,1,0,1,246.260,4,2,2,0,596.670,15,8,2,3,106.380,2,2,0,0,0.000,0,0,0,0,596.670,15,8,2,3,0.000,0,0,0,0,334.102,8,5,0,3,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,586,0.000,118,89,79,0.20,0.49,0,0.000,0,0,0,"",,0,06/06/2015,70.000,"N","2015-16",0,0.00,0.00,64,0.23,1.67
"Pim",05/21/2016,5,"",118,"Rockinn On Bye","D","N","g",2011,4,"Md","Sycamore Hall Farm LLC","Dk. b or br","Rock Hard Ten","Kris S.","Welcome Inn","Orientate","Stephen R. Ferguson","",0,0.000,05/01/2016,"","L","",0.00,0,"Hole T M","Casey Stephen M",5,4.865,2,0,0,0,116.745,11,2,3,3,252.684,31,6,9,3,24.050,3,0,1,2,8.290,5,0,0,0,244.394,26,6,9,3,49.852,3,2,0,0,74.172,6,2,4,0,"",10,0.000,0,0,0,0.00,0.00,190,0.000,16,30,19,0.08,0.34,0,0.000,0,0,0,0.00,0.00,4,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,"",,0,12/05/2015,0.000,"N","2015-16",4,0.00,0.00,24,0.17,1.10
"Pim",05/21/2016,5,"",118,"Negrito","D","N","g",2011,4,"Fla","Jacarie Farm","Dk. b or br","Wildcat Heir","Forest Wildcat","White Ruffle","Vigors","Germania Farms, Inc.","",0,0.000,04/23/2016,"","L","",0.00,0,"Karamanos H A","Schoenthal Phil",6,49.000,4,2,0,1,41.652,6,1,1,0,173.372,19,5,4,4,81.780,6,3,1,0,0.000,1,0,0,0,173.372,18,5,4,4,26.700,4,0,2,2,113.692,11,3,3,3,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,4,0.000,0,3,0,0.00,0.75,53,0.000,9,12,5,0.17,0.49,0,0.000,0,0,0,"",,0,07/16/2015,10.000,"N","2015-16",0,0.00,0.00,10,0.40,4.36
"Pim",05/21/2016,5,"",124,"Salutos Amigos","D","N","g",2010,4,"Ky","Joan Hadley Thoroughbreds","B.","Salute the Sarge","Forest Wildcat","Sarasota*Arg","Luhuk","David Jacobson & Southern Equine Stable","",0,0.000,05/07/2016,"","L","",0.00,0,"Velazquez J R","Jacobson David",7,444.000,5,2,2,0,435.000,9,3,1,0,1566.406,39,12,5,4,783.600,7,7,0,0,12.650,3,0,1,0,1553.756,36,12,4,4,0.000,0,0,0,0,892.210,19,7,2,1,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,0,0.000,0,0,0,0.00,0.00,222,0.000,37,37,31,0.17,0.47,0,0.000,0,0,0,"",,0,11/26/2015,0.000,"N","2015-16",0,0.00,0.00,5,0.00,0.00
"Pim",05/21/2016,6,"",116,"Copingaway","D","N","c",2013,4,"Ky","Brereton C. Jones","Dk. b or br","Brother Derek","Benchmark","Copeaway","Copelan","Thoroughbred Champions Training Center L","KEESEP",14,1.200,05/07/2016,"","L","",0.00,0,"Saez L","Mejia Jaime",1,82.130,10,1,2,3,41.980,9,1,1,0,124.110,19,2,3,3,40.000,2,1,0,0,81.210,13,1,3,3,42.900,6,1,0,0,0.000,0,0,0,0,32.940,10,0,3,2,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,0,0.000,0,0,0,0.00,0.00,91,0.000,1,7,13,0.01,0.23,0,0.000,0,0,0,"",,0,12/12/2015,3.500,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,6,"",118,"He'll Pay","D","N","c",2013,4,"Ky","Brereton C. Jones & WinStar Farm, LLC","Ch.","Haynesfield","Speightstown","Mons Venus","Maria's Mon","Brereton C. Jones","FTKOCT",14,32.000,04/02/2016,"","L","",0.00,0,"Geroux F","Jones J Larry",2,92.380,4,2,1,1,4.369,4,0,0,0,96.749,8,2,1,1,0.000,0,0,0,0,35.890,4,1,1,1,60.859,4,1,0,0,0.000,0,0,0,0,7.400,1,0,1,0,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,80,0.000,18,10,10,0.23,0.48,0,0.000,0,0,0,"",,0,12/19/2015,10.000,"N","2015-16",0,0.00,0.00,56,0.34,2.39
"Pim",05/21/2016,6,"",116,"Easy River","D","N","c",2013,4,"Md","Dr. & Mrs. Thomas Bowman, Dutrow Thoroughbred Ent, Inc. &","B.","Not For Love","Mr. Prospector","Potomac Bend","Polish Numbers","Kathleen Willier","EASSEP",14,60.000,04/23/2016,"","L","",0.00,0,"Toledo J","Smith Hamilton A",3,47.128,3,1,0,2,33.540,4,1,0,0,80.668,7,2,0,2,1.500,1,0,0,0,29.640,1,1,0,0,51.028,6,1,0,2,0.000,0,0,0,0,0.000,0,0,0,0,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,11,0.000,4,0,0,0.36,0.36,82,0.000,14,5,11,0.17,0.37,0,0.000,0,0,0,"",,0,12/26/2015,0.000,"N","2015-16",29,1.01,0.14,102,0.17,1.75
"Pim",05/21/2016,6,"",116,"Ousby","D","N","g",2013,4,"Ky","J. V. Shields Jr.","Gr/ro","Shakespeare","Theatrical*Ire","Diverse","Kingmambo","John Grossi's Racing Corp.","",0,0.000,05/07/2016,"","L","",0.00,0,"Juarez N","Vitali Marcus J",4,62.595,5,2,1,1,15.120,3,1,0,0,77.715,8,3,1,1,0.000,0,0,0,0,77.715,8,3,1,1,0.000,0,0,0,0,0.000,0,0,0,0,33.155,4,1,1,0,"",8,0.000,1,1,1,0.13,0.38,326,0.000,46,55,44,0.14,0.44,13,0.000,3,1,2,0.23,0.46,141,0.000,26,19,19,0.18,0.45,0,0.000,0,0,0,"",,0,12/19/2015,5.000,"N","2015-16",6,0.67,0.17,95,0.21,2.07
"Pim",05/21/2016,6,"",116,"Conquest Windycity","D","Y","c",2013,1,"Ky","WinStar Farm, LLC","Dk. b or br","Tiznow","Cee's Tizzy","Lasting Appeal","A.P. Indy","Conquest Stables, LLC","OBSMAR",15,800.000,04/24/2016,"","L","",0.00,0,"Lezcano J","Casse Mark",5,55.947,3,1,0,0,57.250,3,1,1,0,113.197,6,2,1,0,33.600,1,1,0,0,16.600,1,0,1,0,96.597,5,2,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,0,0.000,0,0,0,0.00,0.00,360,0.000,65,56,52,0.18,0.48,0,0.000,0,0,0,"",,0,10/02/2015,60.000,"N","2015-16",0,0.00,0.00,102,0.23,2.30
"Pim",05/21/2016,6,"",116,"Isofass","D","Y","c",2013,3,"Fla","Woodford Thoroughbreds","Dk. b or br","Rodman","Malibu Moon","Lucky Mama","El Corredor","DB Dojo LLC","OBSOPN",15,62.000,04/02/2016,"","L","",0.00,0,"Boyce F","Abbott Francis III",6,18.160,3,0,0,1,23.040,2,1,0,0,41.200,5,1,0,1,32.800,2,1,0,0,0.000,0,0,0,0,41.200,5,1,0,1,0.000,0,0,0,0,0.000,0,0,0,0,"",9,0.000,1,1,0,0.11,0.22,163,0.000,16,21,18,0.10,0.34,1,0.000,1,0,0,1.00,1.00,28,0.000,4,2,2,0.14,0.29,0,0.000,0,0,0,"",,0,12/18/2015,2.500,"N","2015-16",4,3.15,0.25,41,0.17,2.81
"Pim",05/21/2016,6,"",116,"Marengo Road","D","Y","c",2013,5,"Ky","Haymarket Farm LLC","B.","Quality Road","Elusive Quality","Gac's Tomboy","Unbridled's Song","Harry C. & Tom O. Meyerhoff LLC","KEESEP",14,120.000,03/12/2016,"","L","",0.00,0,"Pimentel J","Trombetta Michael J",7,64.500,3,1,1,0,57.560,6,2,1,0,122.060,9,3,2,0,38.940,2,1,1,0,29.600,2,1,1,0,92.460,7,2,1,0,0.000,0,0,0,0,29.600,2,1,1,0,"",9,0.000,2,2,2,0.22,0.67,109,0.000,19,18,17,0.17,0.50,11,0.000,0,1,2,0.00,0.27,212,0.000,33,40,31,0.16,0.49,0,0.000,0,0,0,"",,0,11/28/2015,35.000,"N","2015-16",46,1.04,0.11,219,0.15,1.39
"Pim",05/21/2016,6,"",116,"Aquaphobia","D","N","c",2013,2,"Ky","Mr. & Mrs. M. Roy Jackson","B.","Giant's Causeway","Storm Cat","Pussycat Doll","Real Quiet","Lael Stables","",0,0.000,04/13/2016,"","L","",0.00,0,"Leparoux J R","Delacour Arnaud",8,17.800,2,1,0,1,0.000,0,0,0,0,17.800,2,1,0,1,0.000,0,0,0,0,17.800,2,1,0,1,0.000,0,0,0,0,0.000,0,0,0,0,11.600,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,365,0.000,69,39,47,0.19,0.42,0,0.000,0,0,0,0.00,0.00,96,0.000,26,11,17,0.27,0.56,0,0.000,0,0,0,"",,0,,85.000,"N","2015-16",2,2.30,0.50,14,0.43,4.54
